,GHDmean,GHDcore,Als,Bor,Bur,Cha2,Lan,LLV,SRv,Swi
1901,-0.6951966081172025,-0.6951966081172025,0.11229119722089628,-0.9349320202430205,-0.3992399167671545,-0.5098293037221171,-0.1772830139659846,-1.7033864092555848,0.24444538355151876,0.5311384936291584
1902,-1.0064978380023153,-1.0064978380023153,-0.8777206497469148,-1.1903696276345128,-0.34861858396689666,-0.9037340574186331,0.033463535884675086,-2.394928027320832,-0.5044435461400022,0.5046816085414838
1903,-1.088646301640837,-1.088646301640837,-2.1251109477263683,-0.9683349676959057,-1.4211211476832244,-2.0177361916865415,0.7936407450062872,-0.3781002798221413,0.6431165494289962,-0.9298769291720125
1904,-1.2611035077417834,-1.2611035077417834,-1.1125966334659527,-1.390365759195583,-1.096615006229804,-1.561576697672994,-0.5485727290612804,-0.37790025899120316,-0.9800971800776769,-0.824800367724091
1905,-1.9564204422524536,-1.9564204422524536,-2.2266442867116845,-2.035581356784549,-3.4061041218089727,-3.1687710280687456,-0.9585680754773956,-2.3606844691588416,-1.163049535121099,-2.711924824524521
1906,-1.8018411733236976,-1.8018411733236976,-1.044874990595788,-1.9643520554101215,-2.876537643701466,-2.6272040739768867,-1.1423708027552038,-2.193199957747818,-1.8091180850802318,-2.243259160447439
1907,-2.005624136383288,-2.005624136383288,-2.2565502794719565,-1.1079060308809843,-2.784432498485563,-2.432843589871798,-2.1051462898389603,-1.0191720643960382,-2.8752028568778,-3.1774072726297153
1908,-1.3813818404671854,-1.3813818404671854,-1.3468119159183936,-0.49045344325710716,-2.3740456533174257,-2.326317038439042,-1.3333367601924893,-0.9094625113172606,-1.640319157508758,-2.4010464130711093
1909,-0.8814384286674046,-0.8814384286674046,-0.7216688607794661,-1.299494626384259,-1.238679605163845,-1.0407083002792947,-1.025184472236232,-0.543633087973557,-0.8624551001269406,-1.7201932427647524
1910,1.5750356863611967,1.5750356863611967,1.6499067550280844,1.653470831323706,2.595964479095728,2.427406084780379,1.081204384942549,1.471055015431328,0.47770612768411075,1.5690167071581134
1911,-0.9562073999637958,-0.9562073999637958,-1.633836597166478,-1.6667094924177595,-2.251881265895671,-2.126266558607009,0.06713569954877865,-1.6088939679371312,-0.04831239589051623,-1.6313511222636834
1912,0.07482978731741136,0.07482978731741136,-0.8181959959652738,0.06579736673140707,-0.09715746892893047,-0.2585772809025269,0.7940633934613167,0.28159069911239654,1.0402654372844595,-0.6616461336435578
1913,0.18220586963693355,0.18220586963693355,-1.1334961832116124,0.8557679886889916,-0.179321677635229,-0.2978985759760113,0.9948743745809964,-0.18913672404532453,0.2169471126990956,-0.9938219070279793
1914,0.8829112010917343,0.8829112010917343,1.778844795017162,-0.24925298418779632,1.5558536350085093,0.8519459850980527,0.743991421573284,-0.45618000140898207,0.6787585673582983,1.6705710659438266
1915,0.8700656602563073,0.8700656602563073,1.4518666357429701,0.04895782236973565,-0.07788464008681872,-0.6498571610834553,2.549002786631916,1.481207482460398,2.780748312657811,1.4417057441144139
1916,0.8173710663312005,0.8173710663312005,1.7660454716894536,-0.6034092762255314,0.21239675491624221,0.3925375121681834,1.1023474089064915,0.4677308273347908,1.1695852663463362,1.3312415575827334
1917,1.2781192525553253,1.2781192525553253,1.390696385499573,0.11243909195294326,1.0887370498209326,0.7314885173743326,3.19165495626795,0.7000538559787004,2.677509558599809,1.7269866009287838
1918,-1.0378382072772534,-1.0378382072772534,-1.0199786995262172,-2.338817527083248,-1.094505648883228,-1.253120132529101,0.46123525458621273,-1.8656473533259632,-0.5825121456187974,-0.7080737440029148
1919,-1.0551401932843179,-1.0551401932843179,-1.1270837663341289,-0.2873923523913493,-1.2846609431473401,-1.5054185612042745,-1.9094766122185507,-1.0207222616415526,-1.8768784889133978,-0.159584883380745
1920,-0.6319393908837715,-0.6319393908837715,-0.391326724917,-0.3517494731369988,-0.13333163981938181,-0.4996036377301135,-0.576282576846648,-0.6128366023967493,-1.4785957126383846,-0.3744525266806241
1921,-0.9562073999637958,-0.9562073999637958,-1.633836597166478,-1.6667094924177595,-2.251881265895671,-2.126266558607009,0.06713569954877865,-1.6088939679371312,-0.04831239589051623,-1.6313511222636834
1922,0.07482978731741136,0.07482978731741136,-0.8181959959652738,0.06579736673140707,-0.09715746892893047,-0.2585772809025269,0.7940633934613167,0.28159069911239654,1.0402654372844595,-0.6616461336435578
